transaction_id,Amount,fraud_score,fraud_score_for_explanation,selected_threshold,review_decision,risk_notes,threshold_note
222,129.18,0.1291996356132276,0.1291996356132276,0.7,Review,"model score 0.129 is above threshold 0.70; transaction amount is 129.18; large anonymized feature values: V25=-2.06, V3=-1.65, V17=1.49; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
746,0.76,0.1233495238770193,0.1233495238770193,0.7,Review,"model score 0.123 is above threshold 0.70; transaction amount is 0.76; large anonymized feature values: V3=-3.32, V17=2.21, V1=2.12; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
6,1.0,0.1219973272158156,0.1219973272158156,0.7,Review,"model score 0.122 is above threshold 0.70; transaction amount is 1.00; large anonymized feature values: V8=-6.35, V3=-3.38, V5=2.61; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
427,0.76,0.120476443646733,0.120476443646733,0.7,Review,"model score 0.120 is above threshold 0.70; transaction amount is 0.76; large anonymized feature values: V3=-3.36, V1=2.09, V14=-1.97; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
782,12.31,0.1195998876165318,0.1195998876165318,0.7,Review,"model score 0.120 is above threshold 0.70; transaction amount is 12.31; large anonymized feature values: V14=-2.51, V17=1.72, V2=1.40; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
952,1.0,0.1190849827486484,0.1190849827486484,0.7,Review,"model score 0.119 is above threshold 0.70; transaction amount is 1.00; large anonymized feature values: V14=-1.57, V1=1.34, V24=-1.13; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
844,403.0,0.1187106134522596,0.1187106134522596,0.7,Review,"model score 0.119 is above threshold 0.70; transaction amount is 403.00; large anonymized feature values: V19=2.77, V5=-2.25, V7=1.63; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
35,69.32,0.1170428592566625,0.1170428592566625,0.7,Review,"model score 0.117 is above threshold 0.70; transaction amount is 69.32; large anonymized feature values: V3=-2.13, V1=1.97, V14=-1.61; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
761,0.76,0.1156342109021844,0.1156342109021844,0.7,Review,"model score 0.116 is above threshold 0.70; transaction amount is 0.76; large anonymized feature values: V14=-1.56, V6=-1.43, V1=1.28; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
971,12.31,0.1124525768829112,0.1124525768829112,0.7,Review,"model score 0.112 is above threshold 0.70; transaction amount is 12.31; large anonymized feature values: V12=-3.09, V17=2.96, V14=-2.32; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
806,0.76,0.1110226276413429,0.1110226276413429,0.7,Review,"model score 0.111 is above threshold 0.70; transaction amount is 0.76; large anonymized feature values: V3=-3.37, V14=-2.23, V1=2.09; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
852,34.5,0.1083673472919429,0.1083673472919429,0.7,Review,"model score 0.108 is above threshold 0.70; transaction amount is 34.50; large anonymized feature values: V18=2.75, V1=-2.21, V2=-1.31; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
551,12.31,0.1062295531941122,0.1062295531941122,0.7,Review,"model score 0.106 is above threshold 0.70; transaction amount is 12.31; large anonymized feature values: V14=-1.27, V11=1.23, V1=1.16; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
974,3.79,0.1058125040970856,0.1058125040970856,0.7,Review,"model score 0.106 is above threshold 0.70; transaction amount is 3.79; large anonymized feature values: V4=2.78, V11=-2.09, V9=-1.99; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
429,6.06,0.1057261599323221,0.1057261599323221,0.7,Review,"model score 0.106 is above threshold 0.70; transaction amount is 6.06; large anonymized feature values: V4=2.66, V3=2.33, V19=-1.86; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
916,527.98,0.1048310853315993,0.1048310853315993,0.7,Review,"model score 0.105 is above threshold 0.70; transaction amount is 527.98; large anonymized feature values: V4=1.92, V11=1.28, V21=1.05; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
582,4.72,0.103014250463793,0.103014250463793,0.7,Review,"model score 0.103 is above threshold 0.70; transaction amount is 4.72; large anonymized feature values: V13=2.63, V4=2.52, V12=-2.20; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
219,18.98,0.1006312659472978,0.1006312659472978,0.7,Review,"model score 0.101 is above threshold 0.70; transaction amount is 18.98; large anonymized feature values: V13=2.65, V15=-2.49, V12=-2.34; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
416,1.99,0.0993961748083185,0.0993961748083185,0.7,Review,"model score 0.099 is above threshold 0.70; transaction amount is 1.99; large anonymized feature values: V15=2.13, V19=1.93, V14=-1.74; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
134,12.13,0.0971593514996389,0.0971593514996389,0.7,Review,"model score 0.097 is above threshold 0.70; transaction amount is 12.13; large anonymized feature values: V4=4.02, V13=2.67, V12=-2.12; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
855,79.93,0.0925317013899774,0.0925317013899774,0.7,Review,"model score 0.093 is above threshold 0.70; transaction amount is 79.93; large anonymized feature values: V4=3.84, V12=-3.09, V19=-1.88; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
612,872.58,0.0925002908500802,0.0925002908500802,0.7,Review,"model score 0.093 is above threshold 0.70; transaction amount is 872.58; large anonymized feature values: V7=3.36, V5=-2.03, V23=1.91; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
48,0.76,0.091693677132789,0.091693677132789,0.7,Review,"model score 0.092 is above threshold 0.70; transaction amount is 0.76; large anonymized feature values: V11=1.60, V2=1.10, V14=-1.06; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
395,431.24,0.0910758757404458,0.0910758757404458,0.7,Review,"model score 0.091 is above threshold 0.70; transaction amount is 431.24; large anonymized feature values: V7=2.93, V14=-2.44, V15=-2.37; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
215,374.58,0.090793483470231,0.090793483470231,0.7,Review,"model score 0.091 is above threshold 0.70; transaction amount is 374.58; large anonymized feature values: V7=2.15, V14=-1.46, V10=-1.15; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
959,0.76,0.089355153355208,0.089355153355208,0.7,Review,"model score 0.089 is above threshold 0.70; transaction amount is 0.76; large anonymized feature values: V14=-1.45, V13=1.42, V1=1.33; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
487,6.96,0.0878791237448101,0.0878791237448101,0.7,Review,"model score 0.088 is above threshold 0.70; transaction amount is 6.96; large anonymized feature values: V4=4.73, V10=2.68, V5=1.73; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
756,19.95,0.087794141919741,0.087794141919741,0.7,Review,"model score 0.088 is above threshold 0.70; transaction amount is 19.95; large anonymized feature values: V1=2.14, V16=2.08, V14=-1.80; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
359,641.86,0.0864855089655966,0.0864855089655966,0.7,Review,"model score 0.086 is above threshold 0.70; transaction amount is 641.86; large anonymized feature values: V5=-3.11, V8=-2.53, V19=-2.34; no merchant, identity, or location details are used",Used the threshold with the best precision-recall balance.
